time,signal
92,2.143986895531781
93,1.7560765585606806
94,1.3574843511943877
95,0.9583175788181676
96,0.5684031049230884
97,0.19701784568920977
98,-0.14736274751985579
99,-0.4572911111589939
100,-0.7265425280053579
101,-0.950273169642287
102,-1.1251368452647328
103,-1.2493572774601656
104,-1.322754013878572
105,-1.346721424836436
106,-1.324161592320467
107,-1.2593732265864643
108,-1.1579000143273936
109,-1.0263429707722918
110,-0.8721424035011651
111,-0.7033359684767921
112,-0.5282999837450596
113,-0.3554816437859716
114,-0.19313003392284545
115,-0.04903387219142408
116,0.06972629511864725
117,0.15700414257344097
118,0.20778519329737022
119,0.21835018757858116
120,0.18639935192450352
121,0.11113386548624993
122,-0.00670793449437479
123,-0.16486075032200564
124,-0.3595887168519747
125,-0.5857864376269024
126,-0.8371218114418073
127,-1.1062165776964905
128,-1.3848594066318949
129,-1.6642454067572263
130,-1.9352351439906628
131,-2.188625687738849
132,-2.415425835108764
133,-2.60712752627664
134,-2.7559655558397482
135,-2.8551580042487625
136,-2.899120351123419
137,-2.8836469730771723
138,-2.8060546514623974
139,-2.6652837938075926
140,-2.46195427578709
141,-2.1983741038861564
142,-1.8785004454415384
143,-1.5078539338519978
144,-1.093388493436458
145,-0.6433202023292925
146,-0.1669198863918535
147,0.32572482132477837
148,0.8239713424151845
149,1.3169006326675108
150,1.793604493334835
151,2.243473667660824
152,2.6564786451650195
153,3.023435295579162
154,3.336247878475907
155,3.588122611455691
156,3.7737458110711826
157,3.889421622711939
158,3.933165499791948
159,3.9047508460558475
160,3.8057075617885836
161,3.6392725972175066
162,3.4102939754585897
163,3.1250910641056544
164,2.7912751113366268
165,2.4175351838549712
166,2.0133956180494925
167,1.5889518946253363
168,1.154592447842992
169,0.7207143062935747
170,0.2974406218993877
171,-0.10565192689276226
172,-0.47978817080469427
173,-0.817224756050443
174,-1.1114492763150805
175,-1.3573426924403782
176,-1.5513005665088684
177,-1.6913098286213817
178,-1.7769790789482105
179,-1.809521767668854
180,-1.7916929526801921
181,-1.7276816704458688
182,-1.6229622307170848
183,-1.4841089244526993
184,-1.3185796822717921
185,-1.1344751081142548
186,-0.9402800140199365
187,-0.7445950769765051
188,-0.555866513473378
189,-0.38212171391762406
190,-0.23071859616121104
191,-0.10811603040074824
192,-0.019672068427083023
193,0.03052410348692569
194,0.039781553384840684
195,0.006894526577205129
196,-0.06781566761462976
197,-0.18250506412979983
198,-0.3338576561364468
199,-0.5171807795294796
200,-0.7265425280053477
201,-0.9549472326539219
202,-1.1945439279299395
203,-1.436861759894541
204,-1.6730655006327766
205,-1.8942237376359061
206,-2.0915819259121067
207,-2.2568323347285046
208,-2.3823729947910968
209,-2.4615480533332406
210,-2.488862465457087
211,-2.46016467529957
212,-2.372791849444548
213,-2.2256732914592394
214,-2.0193888599450838
215,-1.756180498849831
216,-1.439916331097543
217,-1.0760081263500294
218,-0.6712842918915034
219,-0.23382181381410794
220,0.2272582428340626
221,0.7020260154365978
222,1.1800023572415135
223,1.6504353298101648
224,2.1025859246262653
225,2.526014988228992
226,2.9108632785023434
227,3.2481167635068378
228,3.52984968330485
229,3.749438517979179
230,3.90174082371464
231,3.983233890030659
232,3.992109306693978
233,3.9283207760461014
234,3.7935838297857325
235,3.5913274708063936
236,3.3265991215615487
237,3.005925581692118
238,2.6371339415191235
239,2.2291375289134083
240,1.791692952680195
241,1.3351351177828512
242,0.8700977032947872
243,0.40722699536894447
244,-0.04310285665106295
245,-0.4710651475171491
246,-0.8676387567850096
247,-1.2248418970400388
248,-1.5359349538351734
249,-1.7955867971965105
250,-1.9999999999999982
251,-2.146991583399485
252,-2.236027189736281
253,-2.2682079221996383
254,-2.2462104494830823
255,-2.174182313777454
256,-2.057595663194115
257,-1.9030638183201352
258,-1.718126142983
259,-1.5110075910543
260,-1.2903600184229764
261,-1.0649928616003148
262,-0.8436010771589917
263,-0.6344983010478871
264,-0.4453630220099283
265,-0.28300517370814826
266,-0.1531599470457523
267,-0.06031482499635832
268,-0.007574870121287658
269,0.003429822105459168
270,-0.027408179200115734
271,-0.09867216836516635
272,-0.20746608652159781
273,-0.3495042427586461
274,-0.5192433462722659
275,-0.7100529892707985
276,-0.9144195983181377
277,-1.1241778934410427
278,-1.330763087921271
279,-1.5254764505161234
280,-1.6997564535727754
281,-1.8454475566687383
282,-1.9550587311203245
283,-2.0220041144449157
284,-2.040818687580556
285,-2.007342576967074
286,-1.9188684781717316
287,-1.7742477519653126
288,-1.5739519273869207
289,-1.3200876254196594
290,-1.01636425471837
291,-0.6680151889731135
292,-0.28167447494591635
293,0.13478759750156843
294,0.5724655438248973
295,1.0216507720497234
296,1.4720882279136862
297,1.9132504002740125
298,2.334620977809847
299,2.725980156809534
300,3.0776835371752442
301,3.380926711616809
302,3.6279880466501506
303,3.812442762294264
304,3.9293422229477235
305,3.975353331835116
306,3.9488540476576164
307,3.849982282473502
308,3.6806367589107536
309,3.444429764853437
310,3.146593105846849
311,2.793839880673728
312,2.39418595595933
313,1.9567361555076066
314,1.4914411767584945
315,1.0088320718017472
316,0.5197397602141753
317,0.03500745763452118
318,-0.43479590440892957
319,-0.8796532307576388
320,-1.2903600184229649
321,-1.6587610369891101
322,-1.9779563516672838
323,-2.2424709913599363
324,-2.4483836103063927
325,-2.5934106699401727
326,-2.6769439436638978
327,-2.7000404847117814
328,-2.6653655577417856
329,-2.577090379254118
330,-2.440747801815384
331,-2.263050275403157
332,-2.0516754916405215
333,-1.8150260325534369
334,-1.5619700785555695
335,-1.3015707596980477
336,-1.04281204473289
337,-0.7943291454313441
338,-0.5641512666214479
339,-0.35946415991569713
340,-0.18639935192450574
341,-0.049856132895810035
342,0.04663856813324907
343,0.10102840273296176
344,0.11278112058751644
345,0.08289589128024288
346,0.01386428169266618
347,-0.0904139106889148
348,-0.22475745438659178
349,-0.3828693553509813
350,-0.5575365158350389
351,-0.7408575024584989
352,-0.9244917241885287
353,-1.099922693528228
354,-1.258727628461155
355,-1.3928454606721992
356,-1.4948353528413154
357,-1.558118093385406
358,-1.5771932233297958
359,-1.547825443106614
360,-1.4671947271276635
361,-1.3340056157156464
362,-1.1485523274892668
363,-0.9127376068840124
364,-0.6300445546164049
365,-0.3054620452540113
366,0.05463432335564056
367,0.4426425177691362
368,0.8499311677599478
369,1.267067981032476
370,1.6840730658734004
371,2.0906900238582575
372,2.4766671487011855
373,2.832040760420318
374,3.1474126251308716
375,3.414213562373088
376,3.6249457197207064
377,3.773396587794811
378,3.854818620838718
379,3.866069296101745
380,3.805707561788582
381,3.6740438563499227
382,3.4731421961661146
383,3.2067741866192394
384,2.8803261743140505
385,2.500662086803346
386,2.07594576258419
387,1.6154277224072024
388,1.1292023402280893
389,0.627942209615174
390,0.12261714515827421
391,-0.37579430999274055
392,-0.85659279221565
393,-1.3096373861198574
394,-1.7256084517253132
395,-2.0962466831793285
396,-2.414561755947857
397,-2.675004792313157
398,-2.873599911868469
399,-3.008031304768327
400,-3.0776835371752616
401,-3.0836341341708393
402,-3.0285988470715077
403,-2.916831360578914
404,-2.753980491860189
405,-2.546909141357318
406,-2.3034803392892895
407,-2.032316661418306
408,-1.7425400361269205
409,-1.4434995108350799
410,-1.144494873726401
411,-0.8545041273774208
412,-0.5819226814423211
413,-0.33432177590230805
414,-0.11823307490201063
415,0.06103439957737877
416,0.1995397727374857
417,0.29481413662856437
418,0.345919775831401
419,0.353463188891858
420,0.31956163914664715
421,0.2477643192968062
422,0.14293053271211753
423,0.01106854300521476
424,-0.14086011405998133
425,-0.30516505866942545
426,-0.4736736016654706
427,-0.6379921086235509
428,-0.7897744827085702
429,-0.9209898453391064
430,-1.024181512368754
431,-1.0927096107333176
432,-1.1209701492332185
433,-1.104584033872818
434,-1.0405503835255177
435,-0.927359530773471
436,-0.7650622560040945
437,-0.5552930667924041
438,-0.30124666291075775
439,-0.007608081781488973
440,0.31956163914663405
441,0.6729811563702022
442,1.0443415422415647
443,1.4245306279024454
444,1.8038826360804934
445,2.1724460292659584
446,2.520261957860949
447,2.837645370035625
448,3.115460749646796
449,3.3453845835601026
450,3.5201470213402035
451,3.633745768302212
452,3.6816260309046616
453,3.660821289223912
454,3.570050777485271
455,3.409770778720322
456,3.182178148537421
457,2.891165838285202
458,2.54223155077095
459,2.142341993156293
460,1.6997564535727863
461,1.2238145842498334
462,0.7246942914186018
463,0.21314648181587695
464,-0.2997859270638494
465,-0.8030568795491861
466,-1.2859058613380647
467,-1.7381383178736711
468,-2.1503899810866054
469,-2.5143677348259006
470,-2.8230603199799122
471,-3.0709130416273176
472,-3.2539616678625825
473,-3.369921873764631
474,-3.418231850965497
475,-3.4000470371266394
476,-3.3181872821290703
477,-3.177038119907455
478,-2.9824091178896137
479,-2.741353492644886
480,-2.4619542757871047
481,-2.153083257098932
482,-1.824139695306163
483,-1.4847763491544803
484,-1.144620726429183
485,-0.8129995665530172
486,-0.49867446016013295
487,-0.20959616994775843
488,0.047315338963468845
489,0.2663589078607955
490,0.44320291707737036
491,0.5749945149376752
492,0.6604243239974839
493,0.6997448998247726
494,0.6947425603178623
495,0.6486635561307913
496,0.566096876232376
497,0.4528172388708842
498,0.31559297109543866
499,0.1619644963240026
500,1.028950903538412e-14
501,-0.16196449632396823
502,-0.3155929710954056
503,-0.4528172388708668
504,-0.5660968762323612
505,-0.6486635561307666
506,-0.6947425603178539
507,-0.6997448998247904
508,-0.6604243239975001
509,-0.5749945149376801
510,-0.44320291707737813
511,-0.2663589078608153
512,-0.04731533896348483
513,0.20959616994773933
514,0.4986744601601063
515,0.8129995665529894
516,1.144620726429157
517,1.484776349154453
518,1.824139695306136
519,2.1530832570989054
520,2.4619542757870763
521,2.7413534926448593
522,2.9824091178895937
523,3.177038119907432
524,3.3181872821290503
525,3.400047037126618
526,3.418231850965485
527,3.3699218737646186
528,3.253961667862579
529,3.0709130416273345
530,2.823060319979951
531,2.514367734825936
532,2.150389981086649
533,1.738138317873735
534,1.2859058613381094
535,0.8030568795492188
536,0.29978592706389745
537,-0.21314648181582857
538,-0.7246942914185679
539,-1.2238145842498276
540,-1.6997564535727676
541,-2.1423419931562746
542,-2.5422315507709445
543,-2.891165838285209
544,-3.182178148537416
545,-3.4097707787203175
546,-3.5700507774852754
547,-3.660821289223908
548,-3.681626030904658
549,-3.633745768302214
550,-3.520147021340205
551,-3.345384583560101
552,-3.1154607496468176
553,-2.8376453700356503
554,-2.520261957860975
555,-2.172446029265988
556,-1.8038826360805251
557,-1.4245306279025014
558,-1.0443415422416182
559,-0.6729811563702586
560,-0.31956163914667846
561,0.007608081781451226
562,0.301246662910718
563,0.5552930667923714
564,0.7650622560040814
565,0.927359530773467
566,1.04055038352551
567,1.1045840338728319
568,1.1209701492332542
569,1.0927096107333611
570,1.02418151236879
571,0.9209898453391376
572,0.7897744827086034
573,0.6379921086235711
574,0.47367360166549133
575,0.30516505866945953
576,0.1408601140599871
577,-0.011068543005221643
578,-0.14293053271213596
579,-0.2477643192968122
580,-0.3195616391466527
581,-0.35346318889187245
582,-0.34591977583140543
583,-0.2948141366285679
584,-0.19953977273749524
585,-0.06103439957738632
586,0.11823307490200907
587,0.3343217759023074
588,0.5819226814423195
589,0.8545041273773979
590,1.1444948737263765
591,1.4434995108350523
592,1.742540036126895
593,2.032316661418276
594,2.30348033928926
595,2.54690914135727
596,2.753980491860146
597,2.9168313605788683
598,3.028598847071468
599,3.0836341341708184
600,3.07768353717525
601,3.0080313047683127
602,2.8735999118684643
603,2.6750047923131817
604,2.4145617559478874
605,2.0962466831793494
606,1.725608451725352
607,1.3096373861198995
608,0.8565927922156803
609,0.37579430999277297
610,-0.1226171451582268
611,-0.6279422096151267
612,-1.129202340228056
613,-1.6154277224071705
614,-2.0759457625841486
615,-2.500662086803319
616,-2.880326174314037
617,-3.2067741866192203
618,-3.4731421961661
619,-3.6740438563499267
620,-3.8057075617885845
621,-3.8660692961017453
622,-3.8548186208387234
623,-3.773396587794824
624,-3.6249457197207233
625,-3.4142135623731074
626,-3.1474126251308943
627,-2.8320407604203437
628,-2.476667148701214
629,-2.0906900238582873
630,-1.6840730658734309
631,-1.2670679810325063
632,-0.8499311677599853
633,-0.4426425177691635
634,-0.05463432335566565
635,0.30546204525398934
636,0.6300445546163744
637,0.9127376068839915
638,1.1485523274892504
639,1.334005615715654
640,1.467194727127669
641,1.5478254431066243
642,1.577193223329817
643,1.5581180933854075
644,1.494835352841326
645,1.3928454606722038
646,1.2587276284611675
647,1.0999226935282278
648,0.9244917241885499
649,0.7408575024585202
650,0.5575365158350652
651,0.38286935535100053
652,0.2247574543866313
653,0.09041391068895299
654,-0.013864281692643532
655,-0.08289589128022401
656,-0.112781120587506
657,-0.10102840273296021
658,-0.046638568133259506
659,0.04985613289579649
660,0.1863993519244871
661,0.3594641599156734
662,0.564151266621441
663,0.7943291454313335
664,1.042812044732876
665,1.3015707596980373
666,1.5619700785555561
667,1.8150260325534233
668,2.0516754916405042
669,2.2630502754031543
670,2.440747801815366
671,2.577090379254103
672,2.6653655577417683
673,2.7000404847117805
674,2.676943943663895
675,2.5934106699401704
676,2.4483836103064065
677,2.242470991359945
678,1.9779563516672949
679,1.6587610369891164
680,1.290360018422987
681,0.8796532307576624
682,0.4347959044089542
683,-0.035007457634502526
684,-0.5197397602141158
685,-1.0088320718016937
686,-1.4914411767584477
687,-1.9567361555075513
688,-2.3941859559592933
689,-2.793839880673695
690,-3.1465931058468337
691,-3.4444297648534112
692,-3.6806367589107376
693,-3.8499822824734897
694,-3.9488540476576133
695,-3.9753533318351177
696,-3.929342222947734
697,-3.812442762294282
698,-3.6279880466501746
699,-3.3809267116168398
700,-3.0776835371752798
701,-2.7259801568095714
702,-2.3346209778098936
703,-1.9132504002740576
704,-1.472088227913732
705,-1.021650772049741
706,-0.572465543824912
707,-0.13478759750157865
708,0.2816744749459055
709,0.668015188973108
710,1.0163642547183573
711,1.3200876254196463
712,1.5739519273869278
713,1.774247751965306
714,1.918868478171734
715,2.007342576967079
716,2.040818687580584
717,2.022004114444928
718,1.9550587311203493
719,1.8454475566687674
720,1.6997564535728142
721,1.5254764505161584
722,1.330763087921293
723,1.1241778934410702
724,0.9144195983181546
725,0.710052989270819
726,0.5192433462722843
727,0.34950424275866543
728,0.20746608652160803
729,0.09867216836517367
730,0.027408179200119953
731,-0.003429822105457836
732,0.007574870121285215
733,0.060314824996351435
734,0.15315994704573366
735,0.28300517370813005
736,0.4453630220099041
737,0.6344983010478593
738,0.8436010771589706
739,1.0649928616002926
740,1.290360018422949
741,1.5110075910542775
742,1.7181261429829728
743,1.9030638183201325
744,2.0575956631941095
745,2.174182313777446
746,2.246210449483078
747,2.268207922199618
748,2.2360271897362787
749,2.14699158339948
750,1.999999999999998
751,1.7955867971965078
752,1.5359349538351752
753,1.224841897040045
754,0.8676387567850111
755,0.47106514751715645
756,0.043102856651092036
757,-0.4072269953689135
758,-0.8700977032947605
759,-1.3351351177828241
760,-1.7916929526801726
761,-2.2291375289133866
762,-2.6371339415191057
763,-3.0059255816920905
764,-3.3265991215615274
765,-3.5913274708063745
766,-3.79358382978572
767,-3.9283207760460934
768,-3.9921093066939757
769,-3.983233890030661
770,-3.901740823714647
771,-3.749438517979188
772,-3.5298496833048625
773,-3.24811676350685
774,-2.910863278502357
775,-2.5260149882290035
776,-2.102585924626291
777,-1.6504353298101866
778,-1.1800023572415628
779,-0.7020260154366422
780,-0.22725824283410034
781,0.23382181381407163
782,0.6712842918914762
783,1.0760081263500054
784,1.4399163310975296
785,1.7561804988497935
786,2.0193888599450607
787,2.225673291459218
788,2.3727918494445364
789,2.460164675299554
790,2.48886246545708
791,2.461548053333243
792,2.382372994791077
793,2.256832334728493
794,2.091581925912098
795,1.8942237376359046
796,1.673065500632851
797,1.4368617598945623
798,1.194543927930027
799,0.954947232653955
800,0.7265425280054139
801,0.5171807795294987
802,0.33385765613648566
803,0.18250506412980538
804,0.06781566761464775
805,-0.006894526577204907
806,-0.0397815533848489
807,-0.03052410348692458
808,0.019672068427057265
809,0.10811603040074402
810,0.23071859616116308
811,0.3821217139176134
812,0.5558665134733614
813,0.744595076976487
814,0.9402800140199177
815,1.1344751081142537
816,1.3185796822717915
817,1.4841089244526933
818,1.6229622307170801
819,1.727681670445862
820,1.79169295268018
821,1.8095217676688398
822,1.776979078948226
823,1.6913098286213977
824,1.551300566508882
825,1.3573426924403904
826,1.1114492763150907
827,0.8172247560504793
828,0.47978817080470226
829,0.10565192689283642
830,-0.2974406218993646
831,-0.7207143062935026
832,-1.1545924478429779
833,-1.5889518946252679
834,-2.013395618049483
835,-2.4175351838549015
836,-2.791275111336614
837,-3.125091064105592
838,-3.4102939754585826
839,-3.63927259721747
840,-3.8057075617885823
841,-3.904750846055834
842,-3.9331654997919507
843,-3.8894216227119456
844,-3.7737458110711968
845,-3.588122611455713
846,-3.336247878475908
847,-3.023435295579203
848,-2.656478645165019
849,-2.2434736676608713
850,-1.7936044933348292
851,-1.3169006326675823
852,-0.8239713424151968
853,-0.3257248213248396
854,0.1669198863918513
855,0.643320202329297
856,1.093388493436466
857,1.5078539338520047
858,1.8785004454415497
859,2.1983741038861404
860,2.4619542757870683
861,2.6652837938075864
862,2.8060546514624027
863,2.8836469730771723
864,2.899120351123449
865,2.8551580042487643
866,2.755965555839775
867,2.607127526276636
868,2.415425835108816
869,2.1886256877388446
870,1.9352351439907172
871,1.6642454067572243
872,1.3848594066319486
873,1.1062165776964852
874,0.837121811441851
875,0.585786437626902
876,0.35958871685200844
877,0.16486075032200476
878,0.006707934494391887
879,-0.11113386548624882
880,-0.1863993519245073
881,-0.2183501875785685
882,-0.20778519329738
883,-0.15700414257342699
884,-0.06972629511867234
885,0.049033872191441175
886,0.19313003392281114
887,0.35548164378598524
888,0.5282999837450333
889,0.7033359684768231
890,0.872142403501134
891,1.0263429707722602
892,1.1579000143273346
893,1.2593732265864124
894,1.3241615923204177
895,1.3467214248363937
896,1.3227540138785612
897,1.2493572774601591
898,1.1251368452647328
899,0.9502731696422917
900,0.7265425280053515
901,0.457291111159011
902,0.1473627475198409
903,-0.19701784568916758
904,-0.5684031049230915
905,-0.9583175788181213
906,-1.3574843511943957
907,-1.7560765585606317
908,-2.14398689553179
909,-2.5111074681165366
910,-2.8476120399866978
911,-3.144232629755745
912,-3.3925225606377247
913,-3.5850984336346565
914,-3.7158540811675005
915,-3.7801403431303764
916,-3.7749054693425443
917,-3.698792063807333
918,-3.5521877153149157
919,-3.337227770588621
920,-3.057750062861409
921,-2.719202771658183
922,-2.3285079196492005
923,-1.893884271666583
924,-1.4246345532888633
925,-0.9309029188304214
926,-0.4234094421321197
927,0.08683094588493984
928,0.5887972099894414
929,1.0717505760188035
930,1.5255144466259483
931,1.9407380504215217
932,2.3091364755413246
933,2.623700415959985
934,2.878869826011441
935,3.070666710689438
936,3.1967834467825056
937,3.2566242992764884
938,3.2512991323434486
939,3.183569676372798
940,3.057750062861419
941,2.8795646388839344
942,2.655967285096278
943,2.394927551084085
944,2.105189858192293
945,1.7960127759919104
946,1.4768959327014222
947,1.1573024563884058
948,0.8463849531398215
949,0.5527229075861959
950,0.28407904384043414
951,0.04718162116125879
952,-0.152461125164838
953,-0.31070912905535186
954,-0.42489704893880753
955,-0.49389626903467176
956,-0.5181306788004205
957,-0.4995459060551437
958,-0.4415330309257952
959,-0.34880912879618975
960,-0.2272582428341101
961,-0.08373753436997367
962,0.07414563063902907
963,0.2382790576780602
964,0.40030630883720353
965,0.5518948014319309
966,0.6850035048550434
967,0.7921423297787741
968,0.8666155418577642
969,0.9027419919712683
970,0.8960456235730769
971,0.8434105756745747
972,0.7431962226997864
973,0.5953086505134144
974,0.40122632802109237
975,0.16397905962685733
976,-0.11191934264553227
977,-0.420582886358011
978,-0.7549066519368139
979,-1.1067571936994398
980,-1.4671947271276347
981,-1.8267208108262527
982,-2.1755444815091445
983,-2.5038592518879628
984,-2.8021230504023333
985,-3.061333077961505
986,-3.273287683411366
987,-3.430827712792226
988,-3.5280503576415745
989,-3.5604892983744993
990,-3.5252558881805194
991,-3.421137223774827
992,-3.248648170275285
993,-3.0100357135138696
994,-2.709235366860919
995,-2.3517807223910783
996,-1.944668568930449
997,-1.4961832640304715
998,-1.0156852069965367
999,-0.5133692825269914
